Date,Time,Humidity,Temperature
2024-04-17,8:44:40 PM,34.9,20.5
2024-04-17,8:44:45 PM,34.8,20.55
2024-04-17,8:44:50 PM,34.7,20.55
2024-04-17,8:44:55 PM,34.7,20.55
2024-04-17,8:45:00 PM,34.6,20.55
2024-04-17,8:45:05 PM,34.6,20.55
2024-04-17,8:45:10 PM,34.6,20.6
2024-04-17,8:45:15 PM,34.5,20.6
2024-04-17,8:45:20 PM,34.5,20.6
2024-04-17,8:45:25 PM,34.5,20.6
2024-04-17,8:45:30 PM,34.5,20.55
2024-04-17,8:45:35 PM,34.5,20.6
2024-04-17,8:45:40 PM,34.5,20.6
2024-04-17,8:45:45 PM,34.4,20.6
2024-04-17,8:45:50 PM,34.4,20.6
2024-04-17,8:45:55 PM,34.4,20.6
2024-04-17,8:46:00 PM,34.4,20.6
2024-04-17,8:46:05 PM,34.4,20.6
2024-04-17,8:46:10 PM,34.4,20.6
2024-04-17,8:46:15 PM,34.4,20.6
2024-04-17,8:46:20 PM,34.4,20.55
2024-04-17,8:46:25 PM,34.4,20.55
2024-04-17,8:46:30 PM,34.4,20.55
2024-04-17,8:46:35 PM,34.4,20.55
2024-04-17,8:46:40 PM,34.4,20.55
2024-04-17,8:46:45 PM,34.4,20.55
2024-04-17,8:46:50 PM,34.4,20.55
2024-04-17,8:46:55 PM,34.4,20.55
2024-04-17,8:47:00 PM,34.4,20.55
2024-04-17,8:47:05 PM,34.4,20.5
2024-04-17,8:47:10 PM,34.4,20.5
2024-04-17,8:47:15 PM,34.4,20.5
2024-04-17,8:47:20 PM,34.4,20.5
2024-04-17,8:47:25 PM,34.5,20.5
2024-04-17,8:47:30 PM,34.5,20.5
2024-04-17,8:47:35 PM,34.5,20.5
2024-04-17,8:47:40 PM,34.5,20.5
2024-04-17,8:47:45 PM,34.5,20.45
2024-04-17,8:47:50 PM,34.5,20.45
2024-04-17,8:47:55 PM,34.5,20.45
2024-04-17,8:48:00 PM,34.5,20.5
2024-04-17,8:48:05 PM,34.5,20.45
2024-04-17,8:48:10 PM,34.6,20.45
2024-04-17,8:48:15 PM,34.6,20.45
2024-04-17,8:48:20 PM,34.6,20.45
2024-04-17,8:48:25 PM,34.6,20.45
2024-04-17,8:48:30 PM,34.6,20.45
2024-04-17,8:48:35 PM,34.6,20.45
2024-04-17,8:48:40 PM,34.6,20.45
2024-04-17,8:48:45 PM,34.6,20.45
2024-04-17,8:48:50 PM,34.6,20.45
2024-04-17,8:48:55 PM,34.6,20.45
2024-04-17,8:49:00 PM,34.6,20.45
2024-04-17,8:49:05 PM,34.6,20.4
2024-04-17,8:49:10 PM,34.6,20.45
2024-04-17,8:49:15 PM,34.6,20.45
2024-04-17,8:49:20 PM,34.6,20.45
2024-04-17,8:49:25 PM,34.6,20.45
2024-04-17,8:49:30 PM,34.6,20.45
2024-04-17,8:49:35 PM,34.6,20.45
2024-04-17,8:49:40 PM,34.6,20.45
2024-04-17,8:49:45 PM,34.6,20.45
