"Time","Slope"
0,0.30316837018139
0.1,0.303039233366639
0.2,0.309814566684978
0.3,0.309295891518064
0.4,0.304238065279826
0.5,0.299361678218623
0.6,0.30249524887508
0.7,0.308611294120591
0.8,0.308331675552586
0.9,0.307538265088564
1,0.304421921182085
1.1,0.304127419362036
1.2,0.309988022805766
1.3,0.309998277149314
1.4,0.306752867642152
1.5,0.304698435746557
1.6,0.308627245229061
1.7,0.315493392345291
1.8,0.306909681961662
1.9,0.302773527294468
2,0.310530176092894
2.1,0.31109693366355
2.2,0.311342518675055
2.3,0.312283013610568
2.4,0.304900395064163
2.5,0.309478056916818
2.6,0.307521887795854
2.7,0.308822954388768
2.8,0.311653128260456
2.9,0.305262622072218
3,0.311902730958651
3.1,0.312718238235124
3.2,0.305338843328402
3.3,0.30830881258865
3.4,0.298871778460434
3.5,0.302678292939093
3.6,0.304474985263528
3.7,0.311717122093312
3.8,0.300476248591701
3.9,0.303177574920123
4,0.307893639842469
4.1,0.299294619908594
4.2,0.304764457622315
4.3,0.305775310846335
4.4,0.304146226082334
4.5,0.304236548103219
4.6,0.304237703037828
4.7,0.310015876883786
4.8,0.309902968064681
4.9,0.303770912665019
5,0.304897293289032
5.1,0.305040653715212
5.2,0.305517266869719
5.3,0.305243493199179
5.4,0.307483125134533
5.5,0.310148310672077
5.6,0.31224180117248
5.7,0.307149461090878
5.8,0.308775802081886
5.9,0.308497415390236
6,0.31152352229767
6.1,0.307581984148023
6.2,0.309641516839982
6.3,0.308854758514512
6.4,0.31114199318478
6.5,0.309232717423368
6.6,0.308340758718453
6.7,0.31803541128902
6.8,0.311414992462206
6.9,0.311571119436322
7,0.31343329972369
7.1,0.307750899161152
7.2,0.314236286704668
7.3,0.311785914776289
7.4,0.317812321810673
7.5,0.308040005510004
7.6,0.311525561156257
7.7,0.309102638015455
7.8,0.313352214975235
7.9,0.309022461876313
8,0.314360690025837
8.1,0.314986793900007
8.2,0.313633720402556
8.3,0.309068793141712
8.4,0.307447616907985
8.5,0.307593262957045
8.6,0.312852650865493
8.7,0.300930687605858
8.8,0.307162621169032
8.9,0.310939840041597
9,0.312011766884735
9.1,0.31936902625128
9.2,0.310294313563986
9.3,0.307756803820776
9.4,0.307913009525975
9.5,0.309202318268323
9.6,0.307420677599475
9.7,0.311678582951337
9.8,0.304975744967761
9.9,0.307334464527441
10,0.31444339777169
10.1,0.304488041235229
10.2,0.313463092212793
10.3,0.311803771700976
10.4,0.312876005849882
10.5,0.308755961923932
10.6,0.314573266677623
10.7,0.31129910355905
10.8,0.313106415472337
10.9,0.30472996254903
11,0.302434710316879
11.1,0.298987404145423
11.2,0.305866024044696
11.3,0.307012917139885
11.4,0.306544832919285
11.5,0.31485918943883
11.6,0.305240930983717
11.7,0.306073317290476
11.8,0.304208744916004
11.9,0.30175662964287
12,0.30410047352865
12.1,0.301927783819553
12.2,0.308060475126921
12.3,0.310907381163154
12.4,0.308499237141395
12.5,0.308658178419378
12.6,0.307385649566201
12.7,0.308474308207304
12.8,0.300380389662901
12.9,0.312555253247386
13,0.309521001812067
13.1,0.308752049407098
13.2,0.306213795217464
13.3,0.310477816777093
13.4,0.31144245370106
13.5,0.309847671935217
13.6,0.306608871385945
13.7,0.309399143865614
13.8,0.304490942577572
13.9,0.309819110917219
14,0.298830305686009
14.1,0.303754994132775
14.2,0.303653927857384
14.3,0.308929022065523
14.4,0.309400696042748
14.5,0.305023606395483
14.6,0.300347931632368
14.7,0.302638745327856
14.8,0.304555970627925
14.9,0.304972411123564
15,0.301654632366664
15.1,0.304858068160025
15.2,0.301853469251008
15.3,0.298856106814451
15.4,0.306406830041543
15.5,0.301692119819566
15.6,0.304822807672346
15.7,0.310526571233459
15.8,0.301738161447202
15.9,0.299265949361063
16,0.303988566802721
16.1,0.301479092958037
16.2,0.308222603869936
16.3,0.299250784628124
16.4,0.303471695564926
16.5,0.308989975130638
16.6,0.308252736579721
16.7,0.301899990598994
16.8,0.305567027514198
16.9,0.301586627614715
17,0.298640826316075
17.1,0.303098019616106
17.2,0.29830323984885
17.3,0.304419867623966
17.4,0.303860108121139
17.5,0.297075532245248
17.6,0.304260624497417
17.7,0.314119693243228
17.8,0.30379675185452
17.9,0.29655445045098
18,0.2986925889023
18.1,0.304924692685844
18.2,0.302639933678693
18.3,0.302824843373372
18.4,0.299369069655632
18.5,0.30198662889273
18.6,0.305645348592866
18.7,0.302924319391013
18.8,0.300133642773877
18.9,0.303068523115809
19,0.29665620377982
19.1,0.306968288843703
19.2,0.300996840947836
19.3,0.3028715019924
19.4,0.301856856796292
19.5,0.306368550618388
19.6,0.301900247890903
19.7,0.311260319300039
19.8,0.303616366685768
19.9,0.299094068982193
20,0.301396434866372
20.1,0.306222204824265
20.2,0.301459358561476
20.3,0.30991999908993
20.4,0.302168874003297
20.5,0.303104656797866
20.6,0.311096046032217
20.7,0.306423703877425
20.8,0.30409365640435
20.9,0.31135734368387
21,0.300310565192139
21.1,0.30764995392556
21.2,0.308315626543535
21.3,0.307003585086433
21.4,0.308616374151663
21.5,0.306501209369127
21.6,0.306752084720867
21.7,0.291505414945954
21.8,0.306598813428854
21.9,0.303664722795601
22,0.304377256391477
22.1,0.303431350290859
22.2,0.304942444781826
22.3,0.303492845964168
22.4,0.305757620888524
22.5,0.305744820129903
22.6,0.302179378869514
22.7,0.298723936367887
22.8,0.301172907208809
22.9,0.297900391786972
23,0.302154920947667
23.1,0.306819562977576
23.2,0.300508582912793
23.3,0.300159986548657
23.4,0.308450742574893
23.5,0.300532723648184
23.6,0.301793721558451
23.7,0.297946974459198
23.8,0.305156257194557
23.9,0.295292367717638
24,0.301173090288524
24.1,0.299692338530872
24.2,0.301828092112017
24.3,0.301713888574349
24.4,0.301488106294063
24.5,0.297671661063613
24.6,0.301876840148295
24.7,0.305221194369959
24.8,0.296748469460459
24.9,0.293508675386639
25,0.295766799530792
25.1,0.296352090855934
25.2,0.298160839334524
25.3,0.29790782425842
25.4,0.299941851420226
25.5,0.295333242109982
25.6,0.298397070412849
25.7,0.293347257409715
25.8,0.297371951918283
25.9,0.294617306810436
26,0.297642555314672
26.1,0.291377275281354
26.2,0.29143845959185
26.3,0.297370417043812
26.4,0.292299622947174
26.5,0.288343056903145
26.6,0.293166815811297
26.7,0.295962737667225
26.8,0.291470230794888
26.9,0.290343073436416
27,0.292648378256242
27.1,0.293291226980028
27.2,0.288666633561787
27.3,0.291718350523682
27.4,0.287472386823192
27.5,0.290913193825366
27.6,0.293237020961107
27.7,0.29440255503747
27.8,0.298763010489529
27.9,0.299328699805201
28,0.28659980255105
28.1,0.295691889398775
28.2,0.289187131417405
28.3,0.291501714262129
28.4,0.293780538717275
28.5,0.29035755177491
28.6,0.290446668214647
28.7,0.292611681386431
28.8,0.295401549382078
28.9,0.296067504342228
29,0.293465099604626
29.1,0.295414539131561
29.2,0.294915429537527
29.3,0.29833517116436
29.4,0.29386629324401
29.5,0.29640297067682
29.6,0.293893633345598
29.7,0.295152907704525
29.8,0.300737122170684
29.9,0.289904399264651
30,0.292650119868879
30.1,0.294860032327653
30.2,0.301542189052161
30.3,0.297408083557772
30.4,0.292171212378831
30.5,0.291180639573094
30.6,0.295920086663313
30.7,0.293144164885435
30.8,0.291491698324825
30.9,0.292663560341221
31,0.29720877647094
31.1,0.298553006759723
31.2,0.298917207100986
31.3,0.295164920667786
31.4,0.29089256833195
31.5,0.289798502599306
31.6,0.291574287795772
31.7,0.290644550416022
31.8,0.295329953630044
31.9,0.293477077503348
32,0.295616284502723
32.1,0.29003469475493
32.2,0.29395358416136
32.3,0.291475720950148
32.4,0.294187904078944
32.5,0.289194178638593
32.6,0.289756110360611
32.7,0.292877128041087
32.8,0.290651522114952
32.9,0.293990170424448
33,0.29780924049332
33.1,0.290111934399254
33.2,0.290049013992829
33.3,0.293988181172596
33.4,0.294821974761582
33.5,0.293396515929287
33.6,0.29096687845863
33.7,0.29335058298175
33.8,0.289495949566929
33.9,0.289885695100755
34,0.290642329136804
34.1,0.28737303288878
34.2,0.290316933833423
34.3,0.2960439229098
34.4,0.288478457061821
34.5,0.287923157554534
34.6,0.292487943361682
34.7,0.288548326045702
34.8,0.290407259456098
34.9,0.294812579933475
35,0.296177094222773
35.1,0.28624223079024
35.2,0.286329696956042
35.3,0.288789576563795
35.4,0.29814914636336
35.5,0.28585213568127
35.6,0.291364851697422
35.7,0.285609769907234
35.8,0.292676458002224
35.9,0.293491458555037
36,0.286534792428393
36.1,0.29345627280082
36.2,0.295435020068109
36.3,0.286266055940949
36.4,0.289965957299644
36.5,0.292412061107185
36.6,0.297769780962476
36.7,0.290591356359133
36.8,0.290545782425841
36.9,0.296082794609465
37,0.29393989852464
37.1,0.292827261452566
37.2,0.288192746096907
37.3,0.29613184820087
37.4,0.29202873987614
37.5,0.296542302938332
37.6,0.29316133417251
37.7,0.292284181154386
37.8,0.294816984216395
37.9,0.293850479654219
38,0.290578560682054
38.1,0.296599028223822
38.2,0.292313596937298
38.3,0.293865257117496
38.4,0.293737044609852
38.5,0.29628883396347
38.6,0.294370775752247
38.7,0.294800022649927
38.8,0.293776684532035
38.9,0.29454457886951
39,0.294965610578794
39.1,0.28892108752425
39.2,0.290890892371841
39.3,0.294164136131533
39.4,0.295120056265984
39.5,0.292802824887925
39.6,0.289690764184444
39.7,0.299451192459586
39.8,0.291210648087524
39.9,0.295229437690795
40,0.295383651671423
40.1,0.292866175129451
40.2,0.294163852302198
40.3,0.294559015140544
40.4,0.295159804239286
40.5,0.290984349172082
40.6,0.29520789506291
40.7,0.295949332855006
40.8,0.291665686146738
40.9,0.29004203577137
41,0.291016308852784
41.1,0.294755630647166
41.2,0.289997817311869
41.3,0.292648644239929
41.4,0.287047229627918
41.5,0.293158570291589
41.6,0.293366675144012
41.7,0.288627747201232
41.8,0.286859860118956
41.9,0.290834642469858
42,0.289308672950863
42.1,0.292991143932625
42.2,0.285468677534273
42.3,0.284723871036136
42.4,0.286125216947886
42.5,0.28651578368659
42.6,0.296343551992408
42.7,0.287227398529448
42.8,0.291228086061281
42.9,0.281432933816907
43,0.287425013640129
43.1,0.286906604532431
43.2,0.28914639476217
43.3,0.286856019499321
43.4,0.284305940907139
43.5,0.286786776736187
43.6,0.289298841188233
43.7,0.28563121544113
43.8,0.288603624938697
43.9,0.282721659277181
44,0.287701651837912
44.1,0.287392789605902
44.2,0.27904656803206
44.3,0.285105742463691
44.4,0.281877571052095
44.5,0.28601645309308
44.6,0.283904725845732
44.7,0.286871359175305
44.8,0.289026203824874
44.9,0.280030374061086
45,0.286412184702274
45.1,0.287293442184576
45.2,0.285114291305458
45.3,0.285227149263145
45.4,0.286822341373323
45.5,0.283713050514213
45.6,0.277361398075123
45.7,0.2807439104925
45.8,0.28198386356851
45.9,0.286411661270307
46,0.284845327328071
46.1,0.286023289578419
46.2,0.282565692933076
46.3,0.285611142315124
46.4,0.279697429629262
46.5,0.280260970057291
46.6,0.284375347191509
46.7,0.284006691697301
46.8,0.287424569993159
46.9,0.284640780589386
47,0.283668708600122
47.1,0.281558058652619
47.2,0.281936227811418
47.3,0.287893310810735
47.4,0.282985226061725
47.5,0.286206766811456
47.6,0.28971142127952
47.7,0.280973051160841
47.8,0.284568775554997
47.9,0.285641687839851
48,0.284649551515342
48.1,0.287321331881959
48.2,0.283469070505671
48.3,0.285706014669068
48.4,0.283169995676926
48.5,0.288124321326478
48.6,0.282275576335979
48.7,0.285857814048788
48.8,0.286973174091038
48.9,0.282137458779391
49,0.286070214254585
49.1,0.279524260423515
49.2,0.287609311307175
49.3,0.283704797125489
49.4,0.287284459740658
49.5,0.280695530974806
49.6,0.289508744550623
49.7,0.284128282560249
49.8,0.283360780372548
49.9,0.284417910983827
50,0.278723800648099
50.1,0.279177198010958
50.2,0.283922726758632
50.3,0.286619798077491
50.4,0.291222071497305
50.5,0.288197424170324
50.6,0.285906696685665
50.7,0.282751833813464
50.8,0.283159996702395
50.9,0.286840490964205
51,0.285236306363763
51.1,0.288655134886226
51.2,0.281833189784971
51.3,0.284009369197488
51.4,0.287507124411852
51.5,0.280570817957396
51.6,0.278371291213828
51.7,0.279472756469186
51.8,0.279689773295436
51.9,0.283776365158772
52,0.282470129210875
52.1,0.289144929079282
52.2,0.283267997212385
52.3,0.283830092621554
52.4,0.285393531041122
52.5,0.277026654848668
52.6,0.282770964579945
52.7,0.282119625778904
52.8,0.283721430789788
52.9,0.287399060607586
53,0.291962269163487
53.1,0.289155089860747
53.2,0.281972661523024
53.3,0.285905052542442
53.4,0.28705969925747
53.5,0.283183673631736
53.6,0.285984319319321
53.7,0.287551658561007
53.8,0.287648772826835
53.9,0.287591818174523
54,0.291705389154454
54.1,0.286190938173171
54.2,0.285934677070635
54.3,0.280399018840779
54.4,0.28408793042467
54.5,0.285134227665041
54.6,0.288510834959695
54.7,0.287704454843907
54.8,0.279701677987735
54.9,0.290420127189957
55,0.286139207674733
55.1,0.285124602879165
55.2,0.282800298815987
55.3,0.28262257100565
55.4,0.279498819609318
55.5,0.28696834414202
55.6,0.288272834946817
55.7,0.28310653113307
55.8,0.288834080579071
55.9,0.28551178059486
56,0.279465081263503
56.1,0.281119638371666
56.2,0.284532468961395
56.3,0.285457818170544
56.4,0.281572412405126
56.5,0.284440224107588
56.6,0.284201284826934
56.7,0.285028192078095
56.8,0.282223883105707
56.9,0.279932149172006
57,0.284677349757993
57.1,0.285827909652689
57.2,0.281470891773414
57.3,0.285337478748975
57.4,0.285103758686653
57.5,0.283877603646878
57.6,0.284106824551085
57.7,0.284565402782718
57.8,0.281338534544574
57.9,0.281493548570956
58,0.284472008044516
58.1,0.274909700985513
58.2,0.277258288223628
58.3,0.283476318054339
58.4,0.286126546714898
58.5,0.284561910769127
58.6,0.28181512043001
58.7,0.282588237137794
58.8,0.280438067746098
58.9,0.279090240726665
59,0.276516532812007
59.1,0.273247751980082
59.2,0.278273867990606
59.3,0.276498300027499
59.4,0.275748264086549
59.5,0.27955748710136
59.6,0.280334485672234
59.7,0.276630465451248
59.8,0.273713748341842
59.9,0.273324807066715
60,0.277041159468743
60.1,0.276727839833878
60.2,0.274629373405335
60.3,0.279281845538935
60.4,0.275716746763549
60.5,0.278975853585398
60.6,0.28488591291925
60.7,0.282802252733503
60.8,0.277875525756246
60.9,0.278944264350225
61,0.281617193264683
61.1,0.278949401772985
61.2,0.276924404297305
61.3,0.278068397323385
61.4,0.281911570966669
61.5,0.28577137866767
61.6,0.289178569839076
61.7,0.278343833820681
61.8,0.279314174882967
61.9,0.277090456526295
62,0.278608777545451
62.1,0.276964478875992
62.2,0.282933997771799
62.3,0.281615304211725
62.4,0.278654977280649
62.5,0.278243430357257
62.6,0.284002214420087
62.7,0.277566375448784
62.8,0.274988048204426
62.9,0.281725949074843
63,0.281418668470367
63.1,0.280589998876284
63.2,0.277769364355001
63.3,0.276037143002244
63.4,0.277622180735874
63.5,0.280014802842943
63.6,0.281455104328653
63.7,0.270888182341699
63.8,0.275344511648451
63.9,0.274237821008124
64,0.275016720589686
64.1,0.280552803066192
64.2,0.272475238591889
64.3,0.282151965421959
64.4,0.274443053124498
64.5,0.280400052012826
64.6,0.273350945382495
64.7,0.27860159925299
64.8,0.27516082248041
64.9,0.274884074348737
65,0.275437569553442
65.1,0.271652236325554
65.2,0.279186728480946
65.3,0.278370228840618
65.4,0.277139479249145
65.5,0.276829850440618
65.6,0.278308044119132
65.7,0.278051746680163
65.8,0.276842726230533
65.9,0.274136160575522
66,0.273060957461849
66.1,0.277710607568171
66.2,0.280084930632179
66.3,0.279010688438782
66.4,0.280836467777034
66.5,0.282404291528478
66.6,0.281659675237394
66.7,0.281649571542357
66.8,0.278606167026667
66.9,0.271844551106331
67,0.280834797189872
67.1,0.283549476193085
67.2,0.281545766210617
67.3,0.287434171793324
67.4,0.284054454799999
67.5,0.281129228957954
67.6,0.281013747327392
67.7,0.278484013788217
67.8,0.283943128313268
67.9,0.283333181335849
68,0.287517797017478
68.1,0.280739997440771
68.2,0.279060426215555
68.3,0.281504085479874
68.4,0.279966920271151
68.5,0.282791646422947
68.6,0.288991777710413
68.7,0.281053078244489
68.8,0.285528237664076
68.9,0.285510737946229
69,0.282035772633646
69.1,0.281705834954855
69.2,0.279344020070793
69.3,0.285322467743529
69.4,0.282508323630241
69.5,0.284061168638316
69.6,0.278505516825057
69.7,0.280066404309882
69.8,0.282309028158235
69.9,0.282617914268243
70,0.280616697506683
70.1,0.279698233531447
70.2,0.282855717002131
70.3,0.280085609752286
70.4,0.281154873899569
70.5,0.284259293301256
70.6,0.287305471314235
70.7,0.278312939834983
70.8,0.282675533678452
70.9,0.283879376146778
71,0.28025528064261
71.1,0.278541149135731
71.2,0.288425632777817
71.3,0.280547234249859
71.4,0.285244700602395
71.5,0.282224715361818
71.6,0.276623790795894
71.7,0.276825894077319
71.8,0.286507955158615
71.9,0.2841385259495
72,0.277887922747339
72.1,0.284793877895095
72.2,0.28325898144272
72.3,0.286144490278594
72.4,0.278049890532844
72.5,0.286274118005047
72.6,0.284087078139016
72.7,0.280619161546627
72.8,0.281703472975185
72.9,0.282878574045222
73,0.278819179148232
73.1,0.284237759703063
73.2,0.283520728095108
73.3,0.285009081347415
73.4,0.280480100011859
73.5,0.282878163874276
73.6,0.276682255461409
73.7,0.282196285170534
73.8,0.275979042008183
73.9,0.283900153844865
74,0.280695713228428
74.1,0.282096763853567
74.2,0.280035151782361
74.3,0.279187526817083
74.4,0.281440732190508
74.5,0.278448392832023
74.6,0.279548308726891
74.7,0.277712744770188
74.8,0.27865350720082
74.9,0.277218085779117
75,0.284074915571915
75.1,0.278832671449304
75.2,0.279406947442358
75.3,0.280391565818304
75.4,0.283314295203393
75.5,0.27872349172348
75.6,0.275403314784666
75.7,0.283270712675983
75.8,0.278236506083087
75.9,0.273678261307746
76,0.279340077024463
76.1,0.281666280640494
76.2,0.278772080906829
76.3,0.280133911560122
76.4,0.278051089940793
76.5,0.274426439973105
76.6,0.27917958637974
76.7,0.278031052404148
76.8,0.277167553900717
76.9,0.276004745072934
77,0.280540881873771
77.1,0.279403890652338
77.2,0.282102589130079
77.3,0.278857043956051
77.4,0.28161409395798
77.5,0.284524843888426
77.6,0.275133517798157
77.7,0.277927661624533
77.8,0.28560292991828
77.9,0.279909773558886
78,0.282350507598176
78.1,0.283030016841706
78.2,0.283917549271679
78.3,0.28121456472
78.4,0.283856410166922
78.5,0.277440272207693
78.6,0.280818560858952
78.7,0.279462062017822
78.8,0.285468836072578
78.9,0.277596877687927
79,0.286260164918158
79.1,0.280634733904179
79.2,0.282253975109515
79.3,0.278330351381467
79.4,0.28401849182383
79.5,0.282596770268399
79.6,0.28214454878668
79.7,0.277402233616897
79.8,0.28097669200153
79.9,0.279136408310375
80,0.280404151697688
80.1,0.286823113807695
80.2,0.284045739087663
80.3,0.280417479375404
80.4,0.27873923398145
80.5,0.274426836081103
80.6,0.281370311705622
80.7,0.279029960704818
80.8,0.282803201744425
80.9,0.279735231947147
81,0.282623490451592
81.1,0.275309987476851
81.2,0.283864956029764
